instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
863,2011-02-08,1,0,2,9,0,2,1,1,0.24,0.197,0.52,0.4925,7,128,135
864,2011-02-08,1,0,2,10,0,2,1,1,0.22,0.1818,0.47,0.5522,4,44,48
865,2011-02-08,1,0,2,11,0,2,1,1,0.22,0.1818,0.47,0.4627,1,49,50
866,2011-02-08,1,0,2,12,0,2,1,1,0.24,0.197,0.38,0.4925,2,63,65
867,2011-02-08,1,0,2,13,0,2,1,2,0.24,0.197,0.32,0.4478,2,48,50
868,2011-02-08,1,0,2,14,0,2,1,1,0.22,0.197,0.37,0.4179,3,61,64
869,2011-02-08,1,0,2,15,0,2,1,1,0.22,0.197,0.35,0.3881,6,45,51
870,2011-02-08,1,0,2,16,0,2,1,1,0.22,0.1818,0.35,0.5224,4,79,83
871,2011-02-08,1,0,2,17,0,2,1,1,0.22,0.1818,0.32,0.5821,4,172,176
872,2011-02-08,1,0,2,18,0,2,1,1,0.2,0.1818,0.32,0.3881,1,151,152
873,2011-02-08,1,0,2,19,0,2,1,1,0.16,0.1212,0.4,0.4627,1,100,101
874,2011-02-08,1,0,2,20,0,2,1,1,0.16,0.1364,0.4,0.3284,3,53,56
875,2011-02-08,1,0,2,21,0,2,1,1,0.14,0.1061,0.33,0.4627,8,46,54
876,2011-02-08,1,0,2,22,0,2,1,1,0.12,0.1061,0.33,0.3582,0,29,29
877,2011-02-08,1,0,2,23,0,2,1,1,0.12,0.1061,0.33,0.3284,3,9,12
878,2011-02-09,1,0,2,0,0,3,1,1,0.1,0.0758,0.36,0.3582,0,17,17
879,2011-02-09,1,0,2,1,0,3,1,1,0.1,0.1061,0.36,0.2239,0,7,7
880,2011-02-09,1,0,2,2,0,3,1,1,0.08,0.0758,0.38,0.2836,1,2,3
881,2011-02-09,1,0,2,3,0,3,1,1,0.06,0.0758,0.45,0.1343,0,2,2
882,2011-02-09,1,0,2,5,0,3,1,1,0.06,0.1061,0.45,0.1045,0,7,7
883,2011-02-09,1,0,2,6,0,3,1,1,0.06,0.1515,0.45,0,0,43,43
884,2011-02-09,1,0,2,7,0,3,1,1,0.06,0.1061,0.49,0.1045,4,95,99
885,2011-02-09,1,0,2,8,0,3,1,1,0.1,0.1364,0.42,0,1,198,199
886,2011-02-09,1,0,2,9,0,3,1,1,0.12,0.1364,0.39,0.1642,4,119,123
887,2011-02-09,1,0,2,10,0,3,1,1,0.14,0.1818,0.36,0,8,51,59
888,2011-02-09,1,0,2,11,0,3,1,2,0.14,0.1515,0.43,0.1642,1,40,41
889,2011-02-09,1,0,2,12,0,3,1,2,0.18,0.1818,0.4,0.2239,4,57,61
890,2011-02-09,1,0,2,13,0,3,1,1,0.18,0.1667,0.4,0.2537,2,67,69
891,2011-02-09,1,0,2,14,0,3,1,1,0.2,0.1818,0.34,0.2985,2,56,58
892,2011-02-09,1,0,2,15,0,3,1,2,0.2,0.1818,0.34,0.2836,3,61,64
893,2011-02-09,1,0,2,16,0,3,1,2,0.2,0.197,0.37,0.2537,7,72,79
894,2011-02-09,1,0,2,17,0,3,1,2,0.2,0.197,0.34,0.2537,9,157,166
895,2011-02-09,1,0,2,18,0,3,1,2,0.18,0.1667,0.47,0.2985,2,168,170
896,2011-02-09,1,0,2,19,0,3,1,3,0.14,0.1212,0.86,0.2537,1,87,88
897,2011-02-09,1,0,2,20,0,3,1,3,0.14,0.1515,0.86,0.1642,0,84,84
898,2011-02-09,1,0,2,21,0,3,1,2,0.14,0.1515,0.86,0.1642,0,83,83
899,2011-02-09,1,0,2,22,0,3,1,3,0.16,0.1667,0.8,0.1642,4,42,46
900,2011-02-09,1,0,2,23,0,3,1,3,0.16,0.1515,0.8,0.194,0,37,37
901,2011-02-10,1,0,2,0,0,4,1,3,0.14,0.1364,0.86,0.194,0,16,16
902,2011-02-10,1,0,2,1,0,4,1,3,0.14,0.1515,0.8,0.1343,0,7,7
903,2011-02-10,1,0,2,2,0,4,1,3,0.14,0.1515,0.8,0.1343,0,3,3
904,2011-02-10,1,0,2,4,0,4,1,2,0.14,0.1364,0.59,0.2239,0,1,1
905,2011-02-10,1,0,2,5,0,4,1,2,0.12,0.1212,0.5,0.2239,0,6,6
906,2011-02-10,1,0,2,6,0,4,1,2,0.12,0.1212,0.54,0.2836,0,26,26
907,2011-02-10,1,0,2,7,0,4,1,1,0.1,0.0758,0.5,0.4179,0,99,99
908,2011-02-10,1,0,2,8,0,4,1,1,0.1,0.0758,0.49,0.3284,5,173,178
909,2011-02-10,1,0,2,9,0,4,1,1,0.12,0.1061,0.42,0.3582,1,121,122
910,2011-02-10,1,0,2,10,0,4,1,1,0.12,0.1061,0.42,0.2985,1,34,35
911,2011-02-10,1,0,2,11,0,4,1,1,0.14,0.1212,0.39,0.3582,1,44,45
912,2011-02-10,1,0,2,12,0,4,1,1,0.16,0.1364,0.34,0.3881,4,65,69
913,2011-02-10,1,0,2,13,0,4,1,1,0.18,0.1667,0.29,0.2985,3,59,62
914,2011-02-10,1,0,2,14,0,4,1,1,0.2,0.1818,0.27,0.2836,6,42,48
915,2011-02-10,1,0,2,15,0,4,1,1,0.2,0.197,0.25,0.2537,0,50,50
916,2011-02-10,1,0,2,16,0,4,1,1,0.2,0.1818,0.27,0.2985,4,76,80
917,2011-02-10,1,0,2,17,0,4,1,1,0.18,0.1818,0.26,0.194,6,159,165
918,2011-02-10,1,0,2,18,0,4,1,1,0.16,0.1818,0.28,0.1343,3,157,160
919,2011-02-10,1,0,2,19,0,4,1,1,0.14,0.1667,0.28,0.1045,2,110,112
920,2011-02-10,1,0,2,20,0,4,1,1,0.14,0.1818,0.31,0.0896,4,93,97
921,2011-02-10,1,0,2,21,0,4,1,1,0.14,0.2121,0.39,0,2,70,72
922,2011-02-10,1,0,2,22,0,4,1,1,0.12,0.197,0.39,0,4,47,51
923,2011-02-10,1,0,2,23,0,4,1,1,0.12,0.1515,0.42,0.1045,1,33,34
924,2011-02-11,1,0,2,0,0,5,1,1,0.1,0.1364,0.49,0.1045,2,12,14
925,2011-02-11,1,0,2,1,0,5,1,1,0.1,0.1364,0.54,0.0896,1,6,7
926,2011-02-11,1,0,2,2,0,5,1,1,0.1,0.1364,0.54,0.0896,0,3,3
927,2011-02-11,1,0,2,5,0,5,1,1,0.08,0.1212,0.63,0.0896,0,4,4
928,2011-02-11,1,0,2,6,0,5,1,1,0.1,0.1818,0.68,0,1,23,24
929,2011-02-11,1,0,2,7,0,5,1,1,0.08,0.1667,0.73,0,1,73,74
930,2011-02-11,1,0,2,8,0,5,1,1,0.1,0.1212,0.74,0.1642,4,212,216
931,2011-02-11,1,0,2,9,0,5,1,1,0.12,0.1212,0.74,0.2239,8,132,140
932,2011-02-11,1,0,2,10,0,5,1,1,0.14,0.1364,0.69,0.194,5,39,44
933,2011-02-11,1,0,2,11,0,5,1,1,0.22,0.2273,0.47,0.1343,12,52,64
934,2011-02-11,1,0,2,12,0,5,1,1,0.22,0.2273,0.47,0.1343,7,64,71
935,2011-02-11,1,0,2,13,0,5,1,1,0.24,0.2273,0.35,0.194,21,89,110
936,2011-02-11,1,0,2,14,0,5,1,1,0.3,0.2879,0.26,0.2537,17,67,84
937,2011-02-11,1,0,2,15,0,5,1,1,0.32,0.3182,0.21,0.1642,12,62,74
938,2011-02-11,1,0,2,16,0,5,1,1,0.3,0.2879,0.28,0.194,14,111,125
939,2011-02-11,1,0,2,17,0,5,1,1,0.3,0.3333,0.24,0,18,193,211
940,2011-02-11,1,0,2,18,0,5,1,1,0.28,0.3182,0.28,0,9,165,174
941,2011-02-11,1,0,2,19,0,5,1,1,0.26,0.303,0.33,0,7,94,101
942,2011-02-11,1,0,2,20,0,5,1,1,0.22,0.2273,0.55,0.1343,2,61,63
943,2011-02-11,1,0,2,21,0,5,1,1,0.2,0.2121,0.59,0.1343,1,46,47
944,2011-02-11,1,0,2,22,0,5,1,1,0.2,0.2273,0.64,0.0896,2,41,43
945,2011-02-11,1,0,2,23,0,5,1,1,0.18,0.2424,0.69,0,5,48,53
946,2011-02-12,1,0,2,0,0,6,0,1,0.16,0.197,0.69,0.0896,3,27,30
947,2011-02-12,1,0,2,1,0,6,0,1,0.14,0.2121,0.86,0,2,22,24
948,2011-02-12,1,0,2,2,0,6,0,1,0.14,0.2121,0.8,0,2,13,15
949,2011-02-12,1,0,2,3,0,6,0,1,0.12,0.197,0.8,0,3,7,10
950,2011-02-12,1,0,2,4,0,6,0,1,0.12,0.1667,0.74,0.0896,0,4,4
951,2011-02-12,1,0,2,5,0,6,0,1,0.12,0.1667,0.74,0.0896,0,1,1
952,2011-02-12,1,0,2,6,0,6,0,1,0.12,0.1364,0.93,0.194,1,1,2
953,2011-02-12,1,0,2,7,0,6,0,1,0.12,0.1515,0.8,0.1045,2,9,11
954,2011-02-12,1,0,2,8,0,6,0,1,0.14,0.1515,0.86,0.1343,2,28,30
955,2011-02-12,1,0,2,9,0,6,0,1,0.16,0.1818,0.64,0.1343,5,38,43
956,2011-02-12,1,0,2,10,0,6,0,1,0.22,0.2121,0.41,0.2537,13,71,84
957,2011-02-12,1,0,2,11,0,6,0,1,0.3,0.2727,0.28,0.3284,30,84,114
958,2011-02-12,1,0,2,12,0,6,0,1,0.3,0.2727,0.39,0.4627,27,93,120
959,2011-02-12,1,0,2,13,0,6,0,1,0.3,0.2727,0.39,0.4179,32,103,135
960,2011-02-12,1,0,2,14,0,6,0,1,0.34,0.3182,0.31,0.2836,30,90,120
961,2011-02-12,1,0,2,15,0,6,0,1,0.34,0.303,0.29,0.4179,47,127,174
962,2011-02-12,1,0,2,16,0,6,0,1,0.34,0.303,0.29,0.4179,42,103,145
963,2011-02-12,1,0,2,17,0,6,0,1,0.32,0.2879,0.31,0.5224,24,113,137
964,2011-02-12,1,0,2,18,0,6,0,1,0.28,0.2576,0.38,0.3284,4,60,64
965,2011-02-12,1,0,2,19,0,6,0,1,0.28,0.2727,0.38,0.1642,2,39,41
966,2011-02-12,1,0,2,20,0,6,0,1,0.26,0.2576,0.41,0.2239,1,39,40
967,2011-02-12,1,0,2,21,0,6,0,1,0.26,0.303,0.41,0,9,42,51
968,2011-02-12,1,0,2,22,0,6,0,1,0.24,0.2576,0.44,0.0896,6,39,45
969,2011-02-12,1,0,2,23,0,6,0,1,0.22,0.2273,0.51,0.1343,1,31,32
970,2011-02-13,1,0,2,0,0,0,0,1,0.2,0.2273,0.64,0.1045,5,34,39
971,2011-02-13,1,0,2,1,0,0,0,1,0.2,0.2273,0.59,0.0896,1,23,24
972,2011-02-13,1,0,2,2,0,0,0,2,0.2,0.2273,0.75,0.0896,1,19,20
973,2011-02-13,1,0,2,3,0,0,0,2,0.2,0.2273,0.69,0.1045,4,8,12
974,2011-02-13,1,0,2,4,0,0,0,2,0.2,0.2121,0.69,0.1642,0,2,2
975,2011-02-13,1,0,2,6,0,0,0,2,0.2,0.2121,0.69,0.1343,2,3,5
976,2011-02-13,1,0,2,7,0,0,0,2,0.22,0.2727,0.55,0,0,3,3
977,2011-02-13,1,0,2,8,0,0,0,2,0.22,0.2273,0.64,0.194,1,11,12
978,2011-02-13,1,0,2,9,0,0,0,2,0.24,0.2273,0.6,0.2239,12,35,47
979,2011-02-13,1,0,2,10,0,0,0,1,0.3,0.2727,0.45,0.3284,19,86,105
980,2011-02-13,1,0,2,11,0,0,0,1,0.32,0.2879,0.39,0.4478,26,86,112
981,2011-02-13,1,0,2,12,0,0,0,1,0.36,0.3182,0.32,0.4627,58,94,152
982,2011-02-13,1,0,2,13,0,0,0,1,0.38,0.3939,0.29,0.3582,62,92,154
983,2011-02-13,1,0,2,14,0,0,0,2,0.4,0.4091,0.3,0.4179,51,110,161
984,2011-02-13,1,0,2,15,0,0,0,2,0.4,0.4091,0.3,0.2985,40,122,162
985,2011-02-13,1,0,2,16,0,0,0,2,0.42,0.4242,0.28,0.3284,28,106,134
986,2011-02-13,1,0,2,17,0,0,0,1,0.42,0.4242,0.28,0.3284,30,95,125
987,2011-02-13,1,0,2,18,0,0,0,1,0.4,0.4091,0.32,0.2985,17,78,95
988,2011-02-13,1,0,2,19,0,0,0,1,0.4,0.4091,0.35,0.2836,11,50,61
989,2011-02-13,1,0,2,20,0,0,0,1,0.4,0.4091,0.35,0.3284,15,32,47
990,2011-02-13,1,0,2,21,0,0,0,1,0.4,0.4091,0.35,0.3582,6,45,51
991,2011-02-13,1,0,2,22,0,0,0,1,0.4,0.4091,0.35,0.2985,5,31,36
992,2011-02-13,1,0,2,23,0,0,0,1,0.4,0.4091,0.35,0.3582,3,27,30
993,2011-02-14,1,0,2,0,0,1,1,1,0.38,0.3939,0.37,0.3582,3,8,11
994,2011-02-14,1,0,2,1,0,1,1,1,0.38,0.3939,0.37,0.3582,1,6,7
995,2011-02-14,1,0,2,2,0,1,1,1,0.36,0.3333,0.4,0.2985,0,2,2
996,2011-02-14,1,0,2,3,0,1,1,1,0.34,0.3182,0.46,0.2239,1,1,2
997,2011-02-14,1,0,2,4,0,1,1,1,0.32,0.303,0.53,0.2836,0,2,2
998,2011-02-14,1,0,2,5,0,1,1,1,0.32,0.303,0.53,0.2836,0,3,3
999,2011-02-14,1,0,2,6,0,1,1,1,0.34,0.303,0.46,0.2985,1,25,26
1000,2011-02-14,1,0,2,7,0,1,1,1,0.34,0.303,0.46,0.2985,2,96,98
1001,2011-02-14,1,0,2,8,0,1,1,1,0.38,0.3939,0.4,0.4627,7,249,256
1002,2011-02-14,1,0,2,9,0,1,1,1,0.4,0.4091,0.37,0.3881,8,122,130
1003,2011-02-14,1,0,2,10,0,1,1,1,0.44,0.4394,0.33,0.2239,9,46,55
1004,2011-02-14,1,0,2,11,0,1,1,1,0.52,0.5,0.23,0.2537,10,43,53
1005,2011-02-14,1,0,2,12,0,1,1,1,0.56,0.5303,0.22,0.4478,27,99,126
1006,2011-02-14,1,0,2,13,0,1,1,1,0.58,0.5455,0.19,0.3881,27,93,120
1007,2011-02-14,1,0,2,14,0,1,1,1,0.6,0.5909,0.15,0.4925,14,76,90
1008,2011-02-14,1,0,2,15,0,1,1,1,0.56,0.5303,0.21,0.6567,19,71,90
1009,2011-02-14,1,0,2,16,0,1,1,1,0.52,0.5,0.27,0.4627,16,102,118
1010,2011-02-14,1,0,2,17,0,1,1,1,0.46,0.4545,0.33,0.6119,25,218,243
1011,2011-02-14,1,0,2,18,0,1,1,1,0.4,0.4091,0.4,0.6119,11,194,205
1012,2011-02-14,1,0,2,19,0,1,1,1,0.38,0.3939,0.43,0.4925,12,86,98
1013,2011-02-14,1,0,2,20,0,1,1,1,0.36,0.3182,0.46,0.4627,5,65,70
1014,2011-02-14,1,0,2,21,0,1,1,1,0.36,0.3182,0.5,0.5224,8,35,43
1015,2011-02-14,1,0,2,22,0,1,1,1,0.34,0.2879,0.46,0.6567,1,44,45
1016,2011-02-14,1,0,2,23,0,1,1,1,0.32,0.2879,0.49,0.4925,1,19,20
1017,2011-02-15,1,0,2,0,0,2,1,1,0.3,0.2727,0.49,0.4179,7,12,19
1018,2011-02-15,1,0,2,1,0,2,1,1,0.3,0.2424,0.42,0.7761,0,5,5
1019,2011-02-15,1,0,2,2,0,2,1,1,0.28,0.2273,0.41,0.6866,1,2,3
1020,2011-02-15,1,0,2,4,0,2,1,1,0.22,0.1818,0.37,0.5224,0,1,1
1021,2011-02-15,1,0,2,5,0,2,1,1,0.22,0.1818,0.32,0.4627,0,4,4
1022,2011-02-15,1,0,2,6,0,2,1,1,0.2,0.1818,0.32,0.3284,0,30,30
1023,2011-02-15,1,0,2,7,0,2,1,1,0.2,0.1818,0.32,0.3582,2,103,105
1024,2011-02-15,1,0,2,8,0,2,1,1,0.2,0.1818,0.32,0.3582,10,213,223
1025,2011-02-15,1,0,2,9,0,2,1,1,0.22,0.197,0.29,0.4478,2,108,110
1026,2011-02-15,1,0,2,10,0,2,1,1,0.24,0.2121,0.27,0.2836,5,47,52
1027,2011-02-15,1,0,2,11,0,2,1,1,0.26,0.2424,0.25,0.2537,11,46,57
1028,2011-02-15,1,0,2,12,0,2,1,1,0.28,0.2727,0.24,0.2537,6,65,71
1029,2011-02-15,1,0,2,13,0,2,1,1,0.32,0.303,0.21,0.2239,14,68,82
1030,2011-02-15,1,0,2,14,0,2,1,1,0.34,0.3182,0.19,0.2239,10,69,79
1031,2011-02-15,1,0,2,15,0,2,1,1,0.34,0.3333,0.19,0.1642,11,74,85
1032,2011-02-15,1,0,2,16,0,2,1,1,0.34,0.3182,0.19,0.2537,21,77,98
1033,2011-02-15,1,0,2,17,0,2,1,1,0.32,0.303,0.22,0.2239,15,191,206
1034,2011-02-15,1,0,2,18,0,2,1,1,0.3,0.303,0.22,0.1343,14,198,212
1035,2011-02-15,1,0,2,19,0,2,1,1,0.28,0.2879,0.26,0.1343,3,142,145
1036,2011-02-15,1,0,2,20,0,2,1,1,0.26,0.2727,0.33,0.1045,3,98,101
1037,2011-02-15,1,0,2,21,0,2,1,1,0.24,0.2879,0.52,0,5,61,66
1038,2011-02-15,1,0,2,22,0,2,1,1,0.24,0.2879,0.44,0,0,41,41
1039,2011-02-15,1,0,2,23,0,2,1,2,0.22,0.2576,0.44,0.0896,0,20,20
1040,2011-02-16,1,0,2,0,0,3,1,1,0.22,0.2576,0.41,0.0896,0,15,15
1041,2011-02-16,1,0,2,1,0,3,1,1,0.2,0.2273,0.44,0.0896,0,9,9
1042,2011-02-16,1,0,2,3,0,3,1,2,0.2,0.197,0.47,0.194,0,1,1
1043,2011-02-16,1,0,2,4,0,3,1,1,0.2,0.197,0.51,0.194,0,1,1
1044,2011-02-16,1,0,2,5,0,3,1,1,0.2,0.197,0.47,0.194,0,5,5
1045,2011-02-16,1,0,2,6,0,3,1,1,0.2,0.197,0.55,0.2239,1,32,33
1046,2011-02-16,1,0,2,7,0,3,1,2,0.2,0.197,0.55,0.2239,5,103,108
1047,2011-02-16,1,0,2,8,0,3,1,2,0.22,0.2273,0.55,0.1642,6,224,230
1048,2011-02-16,1,0,2,9,0,3,1,1,0.24,0.2121,0.52,0.2836,2,122,124
1049,2011-02-16,1,0,2,10,0,3,1,1,0.26,0.2273,0.41,0.3881,14,55,69
1050,2011-02-16,1,0,2,11,0,3,1,1,0.34,0.303,0.34,0.2985,7,59,66
1051,2011-02-16,1,0,2,12,0,3,1,1,0.38,0.3939,0.32,0.3284,14,72,86
1052,2011-02-16,1,0,2,13,0,3,1,1,0.42,0.4242,0.3,0.3582,13,80,93
1053,2011-02-16,1,0,2,14,0,3,1,1,0.46,0.4545,0.28,0.4179,17,65,82
1054,2011-02-16,1,0,2,15,0,3,1,1,0.46,0.4545,0.28,0.4179,35,82,117
1055,2011-02-16,1,0,2,16,0,3,1,1,0.46,0.4545,0.31,0.3881,26,96,122
1056,2011-02-16,1,0,2,17,0,3,1,1,0.46,0.4545,0.28,0.2836,11,244,255
1057,2011-02-16,1,0,2,18,0,3,1,1,0.4,0.4091,0.4,0.2239,20,202,222
1058,2011-02-16,1,0,2,19,0,3,1,1,0.34,0.3182,0.53,0.2239,18,143,161
1059,2011-02-16,1,0,2,20,0,3,1,1,0.38,0.3939,0.43,0.194,10,108,118
1060,2011-02-16,1,0,2,21,0,3,1,1,0.36,0.3485,0.46,0.194,5,87,92
1061,2011-02-16,1,0,2,22,0,3,1,1,0.34,0.3333,0.53,0.194,12,61,73
1062,2011-02-16,1,0,2,23,0,3,1,1,0.38,0.3939,0.4,0.2239,2,31,33
1063,2011-02-17,1,0,2,0,0,4,1,1,0.34,0.3333,0.53,0.194,1,16,17
1064,2011-02-17,1,0,2,1,0,4,1,1,0.34,0.3182,0.53,0.2239,0,6,6
1065,2011-02-17,1,0,2,2,0,4,1,2,0.34,0.3182,0.53,0.2239,2,4,6
1066,2011-02-17,1,0,2,3,0,4,1,1,0.34,0.3333,0.53,0.194,3,1,4
1067,2011-02-17,1,0,2,4,0,4,1,1,0.32,0.3182,0.57,0.194,3,1,4
1068,2011-02-17,1,0,2,5,0,4,1,1,0.32,0.3333,0.66,0.0896,1,11,12
1069,2011-02-17,1,0,2,6,0,4,1,1,0.3,0.303,0.7,0.1343,3,44,47
1070,2011-02-17,1,0,2,7,0,4,1,1,0.32,0.3333,0.57,0.1045,7,119,126
1071,2011-02-17,1,0,2,8,0,4,1,1,0.32,0.3333,0.57,0.0896,18,267,285
1072,2011-02-17,1,0,2,9,0,4,1,1,0.36,0.3485,0.57,0.194,16,163,179
1073,2011-02-17,1,0,2,10,0,4,1,1,0.38,0.3939,0.54,0.194,18,70,88
1074,2011-02-17,1,0,2,11,0,4,1,2,0.44,0.4394,0.44,0.2537,19,71,90
1075,2011-02-17,1,0,2,12,0,4,1,1,0.48,0.4697,0.41,0.2239,15,86,101
1076,2011-02-17,1,0,2,13,0,4,1,1,0.54,0.5152,0.34,0.2239,15,108,123
1077,2011-02-17,1,0,2,14,0,4,1,1,0.6,0.6212,0.31,0.2239,26,55,81
1078,2011-02-17,1,0,2,15,0,4,1,1,0.6,0.6061,0.28,0.2537,15,91,106
1079,2011-02-17,1,0,2,16,0,4,1,2,0.56,0.5303,0.35,0.2985,29,117,146
1080,2011-02-17,1,0,2,17,0,4,1,2,0.58,0.5455,0.32,0.2985,18,256,274
1081,2011-02-17,1,0,2,18,0,4,1,2,0.54,0.5152,0.42,0.2836,11,211,222
1082,2011-02-17,1,0,2,19,0,4,1,1,0.48,0.4697,0.55,0.3284,14,161,175
1083,2011-02-17,1,0,2,20,0,4,1,1,0.48,0.4697,0.59,0.3284,8,131,139
1084,2011-02-17,1,0,2,21,0,4,1,1,0.52,0.5,0.55,0.3881,5,119,124
1085,2011-02-17,1,0,2,22,0,4,1,1,0.5,0.4848,0.59,0.2836,8,68,76
1086,2011-02-17,1,0,2,23,0,4,1,1,0.46,0.4545,0.67,0.2985,4,40,44
1087,2011-02-18,1,0,2,0,0,5,1,1,0.44,0.4394,0.72,0.2836,12,20,32
1088,2011-02-18,1,0,2,1,0,5,1,1,0.44,0.4394,0.72,0.2239,1,7,8
1089,2011-02-18,1,0,2,2,0,5,1,1,0.44,0.4394,0.72,0.2836,2,5,7
1090,2011-02-18,1,0,2,3,0,5,1,1,0.46,0.4545,0.67,0.2537,2,6,8
1091,2011-02-18,1,0,2,4,0,5,1,1,0.46,0.4545,0.67,0.2537,0,1,1
1092,2011-02-18,1,0,2,5,0,5,1,2,0.46,0.4545,0.67,0.1045,1,6,7
1093,2011-02-18,1,0,2,6,0,5,1,2,0.44,0.4394,0.72,0.1642,2,48,50
1094,2011-02-18,1,0,2,7,0,5,1,2,0.42,0.4242,0.77,0.2239,8,108,116
1095,2011-02-18,1,0,2,8,0,5,1,2,0.42,0.4242,0.77,0.194,26,246,272
1096,2011-02-18,1,0,2,9,0,5,1,2,0.42,0.4242,0.77,0.194,15,154,169
1097,2011-02-18,1,0,2,10,0,5,1,2,0.44,0.4394,0.72,0.2239,17,78,95
1098,2011-02-18,1,0,2,11,0,5,1,1,0.44,0.4394,0.72,0.1642,31,82,113
1099,2011-02-18,1,0,2,12,0,5,1,1,0.5,0.4848,0.59,0.194,59,126,185
1100,2011-02-18,1,0,2,13,0,5,1,1,0.6,0.6212,0.43,0.194,45,131,176
1101,2011-02-18,1,0,2,14,0,5,1,1,0.66,0.6212,0.36,0.2985,73,118,191
1102,2011-02-18,1,0,2,15,0,5,1,1,0.66,0.6212,0.36,0.3284,55,117,172
1103,2011-02-18,1,0,2,16,0,5,1,1,0.66,0.6212,0.36,0.2836,68,164,232
1104,2011-02-18,1,0,2,17,0,5,1,1,0.66,0.6212,0.34,0.3582,52,275,327
1105,2011-02-18,1,0,2,18,0,5,1,1,0.64,0.6212,0.33,0.3284,29,195,224
1106,2011-02-18,1,0,2,19,0,5,1,1,0.62,0.6212,0.29,0.5821,16,146,162
1107,2011-02-18,1,0,2,20,0,5,1,1,0.6,0.6212,0.31,0.194,19,105,124
1108,2011-02-18,1,0,2,21,0,5,1,1,0.58,0.5455,0.21,0.4925,11,61,72
1109,2011-02-18,1,0,2,22,0,5,1,1,0.54,0.5152,0.1,0.2537,19,88,107
1110,2011-02-18,1,0,2,23,0,5,1,1,0.52,0.5,0.08,0.2836,16,61,77
1111,2011-02-19,1,0,2,0,0,6,0,1,0.48,0.4697,0.12,0.4925,6,23,29
1112,2011-02-19,1,0,2,1,0,6,0,1,0.46,0.4545,0.14,0.4179,10,21,31
1113,2011-02-19,1,0,2,2,0,6,0,1,0.44,0.4394,0.13,0.3881,3,14,17
1114,2011-02-19,1,0,2,3,0,6,0,1,0.42,0.4242,0.14,0.2985,0,7,7
1115,2011-02-19,1,0,2,4,0,6,0,1,0.4,0.4091,0.15,0.3284,0,3,3
1116,2011-02-19,1,0,2,5,0,6,0,1,0.4,0.4091,0.15,0.3284,0,3,3
1117,2011-02-19,1,0,2,6,0,6,0,1,0.4,0.4091,0.17,0.4179,3,3,6
1118,2011-02-19,1,0,2,7,0,6,0,1,0.38,0.3939,0.17,0.5224,6,16,22
1119,2011-02-19,1,0,2,8,0,6,0,1,0.38,0.3939,0.17,0.5821,9,36,45
1120,2011-02-19,1,0,2,9,0,6,0,1,0.4,0.4091,0.16,0.6567,18,37,55
1121,2011-02-19,1,0,2,10,0,6,0,1,0.42,0.4242,0.16,0.5821,34,72,106
1122,2011-02-19,1,0,2,11,0,6,0,1,0.44,0.4394,0.16,0.5821,47,76,123
1123,2011-02-19,1,0,2,12,0,6,0,1,0.44,0.4394,0.18,0.4925,38,81,119
1124,2011-02-19,1,0,2,13,0,6,0,1,0.44,0.4394,0.16,0.6119,52,103,155
1125,2011-02-19,1,0,2,14,0,6,0,1,0.46,0.4545,0.15,0.6567,102,94,196
1126,2011-02-19,1,0,2,15,0,6,0,1,0.44,0.4394,0.16,0.7463,84,87,171
1127,2011-02-19,1,0,2,16,0,6,0,1,0.44,0.4394,0.16,0.6418,39,81,120
1128,2011-02-19,1,0,2,17,0,6,0,1,0.42,0.4242,0.19,0.6119,36,91,127
1129,2011-02-19,1,0,2,18,0,6,0,1,0.36,0.3182,0.25,0.4478,21,67,88
1130,2011-02-19,1,0,2,19,0,6,0,1,0.34,0.303,0.29,0.3582,5,54,59
1131,2011-02-19,1,0,2,20,0,6,0,1,0.32,0.2879,0.28,0.5224,9,38,47
1132,2011-02-19,1,0,2,21,0,6,0,1,0.32,0.2727,0.26,0.5522,4,29,33
1133,2011-02-19,1,0,2,22,0,6,0,1,0.3,0.2576,0.28,0.4925,2,42,44
1134,2011-02-19,1,0,2,23,0,6,0,1,0.28,0.2424,0.33,0.4478,4,25,29
1135,2011-02-20,1,0,2,0,0,0,0,1,0.26,0.2121,0.35,0.4478,3,14,17
1136,2011-02-20,1,0,2,1,0,0,0,1,0.24,0.197,0.41,0.4627,5,11,16
1137,2011-02-20,1,0,2,2,0,0,0,1,0.24,0.197,0.41,0.5522,0,17,17
1138,2011-02-20,1,0,2,3,0,0,0,1,0.22,0.1818,0.44,0.5522,9,9,18
1139,2011-02-20,1,0,2,4,0,0,0,1,0.22,0.1818,0.44,0.5522,0,1,1
1140,2011-02-20,1,0,2,6,0,0,0,1,0.2,0.1818,0.47,0.2985,1,1,2
1141,2011-02-20,1,0,2,7,0,0,0,1,0.18,0.1667,0.51,0.2537,0,2,2
1142,2011-02-20,1,0,2,8,0,0,0,1,0.2,0.2273,0.51,0.1045,2,22,24
1143,2011-02-20,1,0,2,9,0,0,0,1,0.22,0.2121,0.47,0.2836,7,48,55
1144,2011-02-20,1,0,2,10,0,0,0,2,0.26,0.2576,0.41,0.194,34,70,104
1145,2011-02-20,1,0,2,11,0,0,0,2,0.3,0.303,0.33,0.1642,72,89,161
